,Title-Artist,Title-Artist,Lyrics
10,11,Girls Like YouMaroon 5,"[Verse 1]
Spent 24 hours, I need more hours with you
You spent the weekend getting even, ooh
We spent the late nights making things right between us
[Pre-Chorus]
But now it's all good, babe
Roll that Backwood, babe
And play me close
[Chorus]
'Cause girls like you run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah yeah
Girls like you love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah yeah
[Post-Chorus]
Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you
[Verse 2]
I spent last night on the last flight to you
Took a whole day up tryna get way up, ooh
We spent the daylight tryna make things right between us
[Pre-Chorus]
But now it's all good, babe
Roll that Backwood, babe
And play me close
[Chorus]
'Cause girls like you run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah yeah
Girls like you love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah yeah
[Post-Chorus]
Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
I need a girl like you, yeah yeah
I need a girl like you
[Bridge]
Maybe it's 6:45
Maybe I'm barely alive
Maybe you've taken my shit for the last time (yeah)
Maybe I know that I'm drunk
Maybe I know you're the one
Maybe you're thinking it's better if you drive
[Chorus]
Oh, 'cause girls like you run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah
'Cause girls like you run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah yeah
Girls like you love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah yeah
[Post-Chorus]
Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you
"
11,12,Close To MeEllie Goulding,"[Verse 1]
Even though we both know we're liars
And we start each other's fires
We just know that we'll be alright
Even though we're kicked out the party
'Cause we both hate everybody
We're the ones they wanna be like
[Pre-Chorus]
So don't let me down
Keep me in trouble
Born to be wild
Out in the jungle
[Chorus]
And I don't wanna be somebody without your body
Close to me
And if it wasn't you, I wouldn't want anybody
Close to me (Yeah, yeah)
'Cause I'm an animal, animal-al like
Animal like you
And I don't wanna be somebody without your body
Close to me (Woo)
[Verse 2]
You can never come too close for comfort
I had to cut my bitch off, she bein' stubborn (Stubborn)
I make it known I fuck with you, not undercover ('Cover)
And when I jump in, I'm burnin' rubber (Yeah, skrrt)
Iced out body, didn't go to college (Yeah, yeah)
Price tag poppin', then you on a private (Then you on a)
Don't say ""Sorry,"" everyone's watchin' (Everyone)
When you're where I am, everything's timeless (Yeah, yeah)
[Chorus]
And I don't wanna be somebody without your body
Close to me
And if it wasn't you, I wouldn't want anybody
Close to me (Yeah, yeah)
'Cause I'm an animal, animal-al like
Animal like you
And I don't wanna be somebody without your body
Close to me (Yee)
Close to me
[Break]
Close to me (Woo)
Yeah
[Bridge]
'Cause I'm an animal, animal-al like
Animal like you
[Chorus]
And I don't wanna be somebody without your body (Yeah)
Close to me
And if it wasn't you, I wouldn't want anybody
Close to me (Yeah, yeah)
Because I'm an animal, animal-al like
Animal like you
And I don't wanna be somebody without your body
Close to me
Close to me
[Outro]
(To me)
Close to me
"
12,13,ConsequencesCamila Cabello,"[Verse 1]
Dirty tissues, trust issues
Glasses on the sink, they didn't fix you
Lonely pillows in a stranger's bed
Little voices in my head
Secret keeping, stop the bleeding
Lost a little weight because I wasn't eating
All the songs that I can't listen to, to tell the truth
[Chorus 1]
Loving you was young, and wild, and free
Loving you was cool, and hot, and sweet
Loving you was sunshine, safe and sound
A steady place to let down my defenses
But loving you had consequences
[Verse 2]
Hesitation, awkward conversation
Running on low expectation
Every siren that I was ignoring
I'm paying for it
[Chorus 1]
Loving you was young, and wild, and free
Loving you was cool, and hot, and sweet
Loving you was sunshine, safe and sound
A steady place to let down my defenses
But loving you had consequences
[Bridge]
No, ooh-ooh-ooh-ooh-ooh-ooh
Said, no, ooh-ooh-ooh-ooh-ooh-ooh-ooh
Hey, yeah, no, ooh-ooh-ooh-ooh-ooh-ooh-ooh, mm
[Chorus 2]
Loving you was dumb, dark, and cheap
Loving you will still take shots at me
Found loving you was sunshine, but then it poured
And I lost so much more than my senses
'Cause loving you had consequences
[Outro]
Yeah, loving you
"
13,14,Sicko ModeTravis Scott,"[Part I]
[Intro]
Astro, yeah
Sun is down, freezin' cold
That's how we already know, winter's here
My dawg would probably do it for a Louis belt
That's just all he know, he don't know nothin' else
I tried to show 'em, yeah
I tried to show 'em, yeah, yeah
Yeah, yeah, yeah
Goin' on you with the pick and roll
Young La Flame, he in sicko mode
[Part II]
[Verse 1]
Woo, made this here with all the ice on in the booth
At the gate outside, when they pull up, they get me loose
Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes
This shit way too big, when we pull up, give me the loot
(Gimme the loot!)
Was off the Remy, had a Papoose
Had to hit my old town to duck the news
Two four hour lockdown, we made no moves
Now it's 4 a.m. and I'm back up poppin' with the crew
I just landed in, Chase B mixes pop like Jamba Juice
Different colored chains, think my jeweler really sellin' fruits
And they chokin', man, know the crackers wish it was a noose
[Bridge]
Some-Some-Some-Someone said
To win the retreat, we all in too deep
Pl-Pl-Playin' for keeps, don't play us for weak (Someone said)
To win the retreat, we all in too deep
Pl-Pl-Playin' for keeps, don't play us for weak
[Verse 2]
Yeah, this shit way too formal, y'all know I don't follow suit
Stacey Dash, most of these girls ain't got a clue
All of these hoes I made off records I produced
I might take all my exes and put 'em all in a group
Hit my eses, I need the bootch
'Bout to turn this function to Bonnaroo
Told her, ""Hop in, you comin' too""
In the 305, bitches treat me like I'm Uncle Luke
(Don't stop, pop that pussy!)
Had to slop the top off, it's just a roof, uh
She said, ""Where we goin'?"" I said, ""The moon""
We ain't even make it to the room
She thought it was the ocean, it's just the pool
Now I got her open, it's just the Goose
Who put this shit together? I'm the glue
[Bridge]
Someone said
Shorty FaceTimed me out the blue
Someone said
Pl-Playin' for keeps
Someone said, motherfucker—someone said
Don't play us for weak
[Part III]
[Intro]
Yeah!
Astro, yeah, yeah
(Tay Keith, fuck these niggas up!)
Ayy, ayy
[Chorus]
She's in love with who I am
Back in high school, I used to bus it to the dance (Yeah)
Now I hit the FBO with duffels in my hands
I did half a Xan, 13 hours 'til I land
Had me out like a light, ayy, yeah
Like a light, ayy, yeah
[Verse 3]
Like a light, ayy, slept through the flight, ayy
Knocked for the night, ayy
767, man, this shit got double bedroom, man
I still got scores to settle, man
I crept down the block (Down the block)
Made a right (Yeah, right)
Cut the lights (Yeah, what?), paid the price (Yeah)
Niggas think it's sweet (Nah, never), it's on sight (Yeah, what?)
Nothin' nice (Yeah), baguettes in my ice (Aw, man)
Jesus Christ (Yeah), checks over stripes (Yeah)
That's what I like (Yeah), that's what we like (Yeah)
Lost my respect, you not a threat
When I shoot my shot, that shit wetty like I'm Sheck (Bitch)
See the shots that I took (Ayy), wet like I'm Book (Ayy)
Wet like I'm Lizzie
I be spinnin' Valley, circle blocks 'til I'm dizzy (Yeah, what?)
Like where is he? (Yeah, what?)
No one seen him (Yeah, yeah)
I'm tryna clean 'em (Yeah)
[Chorus]
She's in love with who I am
Back in high school, I used to bus it to the dance
Now I hit the FBO with duffels in my hands (Woo)
I did half a Xan, 13 hours 'til I land
Had me out like a light (Like a light)
Like a light (Like a light)
Like a light (Like a light)
Like a light
[Verse 4]
Yeah, passed the dawgs a celly
Sendin' texts, ain't sendin' kites, yeah
He said, ""Keep that on lock""
I say, ""You know this shit, it's stife,"" yeah
It's absolute, yeah (Yeah), I'm back, reboot (It's lit)
LaFerrari to Jamba Juice, yeah (Skrrt, skrrt)
We back on the road, they jumpin' off, no parachute, yeah
Shawty in the back
She said she workin' on her glutes, yeah (Oh my God)
Ain't by the book, yeah, this how it look, yeah
'Bout a check, yeah (Check), just check the foots, yeah
Pass this to my daughter, I'ma show her what it took (Yeah)
Baby mama cover Forbes, got these other bitches shook
Yeah
"
14,15,This FeelingThe Chainsmokers,"[Verse 1]
I'll tell you a story before it tells itself
I'll lay out all my reasons, you'll say that I need help
We all got expectations, and sometimes they go wrong
But no one listens to me, so I put it in this song
[Pre-Chorus]
They tell me think with my head, not that thing in my chest
They got their hands at my neck this time
But you're the one that I want, and if that's really so wrong
Then they don't know what this feeling is like
[Chorus]
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah
[Verse 2]
I'll tell them a story, they'll sit and nod their heads
I tell you all my secrets, and you tell all your friends
Hold on to your opinions, and stand by what you said (Stand by what you said)
In the end, it's my decision, so it's my fault when it ends
[Pre-Chorus]
They tell me think with my head, not that thing in my chest
They got their hands at my neck this time
But you're the one that I want, and if that's really so wrong
Then they don't know what this feeling is like
[Chorus]
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah
[Verse 3]
I'll tell you a story before it tells itself
I'll lay out all my reasons, you'll say that I need help
We all got expectations, and sometimes they go wrong
But no one listens to me, so I put it in this song
[Pre-Chorus]
They tell me think with my head, not that thing in my chest
They got their hands at my neck this time
But you're the one that I want, and if that's really so wrong
Then they don't know what this feeling is like
[Bridge]
My friends say no-o, no-o-o (But they don't know)
No-o, no-o-o
Yeah, no-o, no-o-o
They don't know, no no (No-o, no-o-o)
[Outro]
And I say yeah, oh oh
Oh, and I say yeah, hey-ey, yeah
They don't know, oh
"
15,17,BetterKhalid,"[Intro]
Better
Nothing, baby
Nothing feels better
I'm not really drunk, I never get that fucked up
I'm not, I'm so sober
[Verse 1]
Love to see you shine in the night like the diamond you are
(Love to see you shine in the night like the diamond you are)
I'm good on the side, it's alright, just hold me in the dark
(I'm good on the side, it's alright, just hold me in the dark)
No one's gotta know what we do, hit me up when you're bored
(No one's gotta know what we do, hit me up when you're bored)
'Cause I live down the street
So we meet when you need and it's yours
All I hear is...
[Chorus]
Nothing feels better than this
Nothing feels better
Nothing feels better than this
Nothing feels better, oh no
We don't gotta hide, this is what you like
I'll admit
Nothing feels better than this
[Verse 2]
You say we're just friends but I swear when nobody's around
(You say we're just friends but I swear when nobody's around)
You keep my hand around your neck, we connect, are you feeling it now?
(You keep my hand around your neck, we connect, are you feeling it now?)
'Cause I am
I got so high the other night, I swear to God, felt my feet lift the ground
(I got so high the other night, I swear to God I felt my feet lift the ground)
Ooh, yeah
Your back against the wall, this is all you've been talking about
In my ears
[Chorus]
Nothing feels better than this
Nothing feels better
Nothing feels better than this
Nothing feels better, oh no
We don't gotta hide, this is what you like
I admit
Nothing feels better than this
[Bridge]
Now, left, right, left, right
Take it back, bring it side to side
Like that, like that, ayy
Ooh, now, left, right, left, right
Take it back, bring it side to side
Like
[Chorus]
Nothing feels better than this
Nothing feels better
Nothing feels better than this
Nothing feels better, oh no
We don't gotta hide, this is what you like
I admit
Nothing feels better than this (Better than this)
[Outro]
Nothing feels better than this
"
16,18,Nothing Breaks Like A HeartMark Ronson,"[Chorus]
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
And nothing breaks like a heart
[Verse 1]
I heard you on the phone last night
We live and die by pretty lies
You know it, oh, we both know it
These silver bullet cigarettes
This burning house, there's nothing left
It's smoking, we both know it
We got all night to fall in love
But just like that, we fall apart
We're broken, we're broken
[Pre-Chorus]
Mmm, well, nothing, nothing, nothing gonna save us now
[Chorus]
Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mhmm, and nothing breaks like a heart
[Verse 2]
We'll leave each other cold as ice
And high and dry, the desert wind
Is blowin', is blowin'
Remember what you said to me?
We were drunk in love in Tennessee
And I hold it, we both know it
[Pre-Chorus]
Mmm, that nothing, nothing, nothing gonna save us now
Nothing, nothing, nothing gonna save us now
[Chorus]
Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mmm, and nothing breaks like a heart
Nothing breaks like a heart
Mmm, and nothing breaks like a heart
[Bridge]
My heart, my heart
Well, nothing, nothing, nothing gonna save us now
My heart, my heart
Nothing, nothing, nothing gonna save us now
[Chorus]
Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mmm, but nothing breaks like a heart
But nothing breaks like a heart
Mmm, but nothing breaks like a heart
"
17,19,Ruin My LifeZara Larsson,"[Verse 1]
I miss you pushing me close to the edge
I miss you
I wish I knew what I had when I left
I miss you
[Pre-Chorus]
You set fire to my world, couldn't handle the heat
Now I'm sleeping alone and I'm starting to freeze
Baby, come bring me hell
Let it rain over me
Baby, come back to me
[Chorus]
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
[Verse 2]
I miss you more than I thought that I could
I miss you
I know you missin' me too like you should
I miss you
[Pre-Chorus]
You set fire to my world, couldn't handle the heat
Now I'm sleeping alone and I'm starting to freeze
Baby, come bring me hell
Let it rain over me
Baby, come back to me (Baby, come back to me)
[Chorus]
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
[Bridge]
I miss you, I miss you (You-ooh-ooh)
I wish you, I wish you (You-ooh-ooh)
Would come back to, come back to me
Come back to me, come back to me
[Chorus]
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah  (Ruin my life, yeah)
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah (All nights, all nights)
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah (Make it all right)
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah  (Ruin my life)
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah (Oh)
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
"
18,20,TequilaDan + Shay,"[Verse 1]
I can still shut down a party
I can hang with anybody
I can drink whiskey and red wine
Champagne all night
Little Scotch on the rocks and I'm fine, I'm fine
[Chorus]
But when I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya
When I taste tequila (When I, when I, when I)
When I taste tequila (When I, when I, when I)
[Verse 2]
I can kiss somebody brand new
And not even think about you
I can show up to the same bar
Hear the same songs in my car
Baby, your memory, it only hits me this hard
[Chorus]
When I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya (Need ya)
When I taste tequila (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
[Bridge]
I ain't even drunk, I ain't even drunk and I'm thinkin'
How I need your love, how I need your love, yeah, it sinks in
[Chorus]
When I taste tequila
Baby, I still see ya
Sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya (Need ya)
When I taste tequila (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
When I taste tequila (When I, when I, when I)
Ooh
"
19,21,Be AlrightDean Lewis,"[Verse 1]
I look up from the ground
To see your sad and teary eyes
You look away from me
And I see there's something you're trying to hide
And I reach for your hand but it's cold
You pull away again
And I wonder what's on your mind
And then you say to me you made a dumb mistake
You start to tremble and your voice begins to break
You say the cigarettes on the counter weren't your friend's
They were my mate's
And I feel the colour draining from my face
[Chorus]
And my friend said
""I know you love her, but it's over, mate
It doesn't matter, put the phone away
It's never easy to walk away, let her go
It'll be alright""
[Verse 2]
So I still look back at all the messages you'd sent
And I know it wasn't right, but it was fucking with my head
And everything deleted like the past, yeah, it was gone
And when I touched your face, I could tell you're moving on
But it's not the fact that you kissed him yesterday
It's the feeling of betrayal, that I just can't seem to shake
And everything I know tells me that I should walk away
But I just wanna stay
[Chorus]
And my friend said
""I know you love her, but it's over, mate
It doesn't matter, put the phone away
It's never easy to walk away, let her go
It'll be okay
It's gonna hurt for a bit of time
So bottoms up, let's forget tonight
You'll find another and you'll be just fine
Let her go""
[Bridge]
But nothing heals the past like time
And they can't steal
The love you're born to find
But nothing heals the past like time
And they can't steal
The love you're born to find
[Chorus]
""I know you love her, but it's over, mate
It doesn't matter, put the phone away
It's never easy to walk away, let her go
It'll be okay
It's gonna hurt for a bit of time
So bottoms up, let's forget tonight
You'll find another and you'll be just fine
Let her go""
[Outro]
It'll be alright
It'll be alright
It'll be alright
It'll be alright
It'll be alright
"
20,23,ShallowLady Gaga,"[Verse 1]
Tell me somethin', girl
Are you happy in this modern world?
Or do you need more?
Is there somethin' else you're searchin' for?
[Refrain]
I'm fallin'
In all the good times
I find myself longing for change
And, in the bad times, I fear myself
[Verse 2]
Tell me something, boy
Aren't you tired tryna fill that void?
Or do you need more?
Ain't it hard keepin' it so hardcore?
[Refrain]
I'm falling
In all the good times
I find myself longing for change
And, in the bad times, I fear myself
[Chorus]
I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now
[Post-Chorus]
In the sha-ha, sha-hallow
In the sha-ha, sha-la-la-la-low
In the sha-ha, shallow
We're far from the shallow now
[Bridge]
Oh, ha, ah, ha
Oh-ah, ha
[Chorus]
I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now
[Post-Chorus]
In the sha-ha, shallow
In the sha-ha, sha-la-la-la-low
In the sha-ha, shallow
We're far from the shallow now
"
21,24,Trust My LonelyAlessia Cara,"[Verse 1]
It's time I let you go
I made the mistake, go writing your name on my heart
'Cause your colors showed
But it was too late, you left me stained, called it art
Do you crave control?
I've been your doll, that you poke for fun too long
So you should go
Don't look back, I won't come back
Can't do that no more
[Chorus]
Go get your praise from someone else
You did a number on my health
My world is brighter by itself
And I can do better, do better
You and I were swayin' on the ropes
I found my footing on my own
I'm a-okay, I'm good as gold
And I can do better, do better alone
Alone, alone
[Verse 2]
There ain't no love 'round here
I loved you once, but it made me dumb
Now I'm seeing it way too clear
You hurt me numb, and for that I've run out of time
To have pain to feel (Pain to feel)
I've been your game
Just taking the blame for too long
Get on out of here
Don't look back, I won't come back
Can't do that no more
[Chorus]
Go get your praise from someone else
You did a number on my health
My world is brighter by itself
And I can do better, do better
You and I were swayin' on the ropes
I found my footing on my own
I'm a-okay, I'm good as gold
And I can do better, do better alone
[Bridge]
Don't you know that you're bad for me?
I gotta trust my lonely
Don't you know that you're bad for me?
I gotta trust my lonely
Don't you know you're no good for me?
I gotta trust my lonely
Don't you know you're no good for me?
I gotta trust my lonely
[Chorus]
Go get your praise from someone else
You did a number on my health
My world is brighter by itself
And I can do better, do better
You and I were swayin' on the ropes
I found my footing on my own
I'm a-okay, I'm good as gold
And I can do better, do better alone
[Outro]
Don't you know that you're bad for me?
I gotta trust my lonely
Don't you know that you're bad for me?
I gotta trust my lonely
Don't you know you're no good for me?
I gotta trust my lonely
Don't you know you're no good for me?
I gotta trust my lonely
"
